Respuesta,Frecuencia,Asociación
mujer,2,0.02631578947368421
transexuales,2,0.02631578947368421
proponer,1,0.013157894736842105
intentar,1,0.013157894736842105
problema,1,0.013157894736842105
social,1,0.013157894736842105
responder,1,0.013157894736842105
terminológico,1,0.013157894736842105
salud,1,0.013157894736842105
adecuar,1,0.013157894736842105
mostrar,1,0.013157894736842105
denominar,1,0.013157894736842105
reforzar,1,0.013157894736842105
registro,1,0.013157894736842105
expresión,1,0.013157894736842105
identidad,1,0.013157894736842105
masculino,1,0.013157894736842105
femenino,1,0.013157894736842105
sociedad,1,0.013157894736842105
persona,1,0.013157894736842105
ofrecer,1,0.013157894736842105
producir,1,0.013157894736842105
iniciar,1,0.013157894736842105
aparecer,1,0.013157894736842105
sexo,1,0.013157894736842105
derecho,1,0.013157894736842105
gente,1,0.013157894736842105
ley,1,0.013157894736842105
hombre,1,0.013157894736842105
actuar,1,0.013157894736842105
cantante,1,0.013157894736842105
significado,1,0.013157894736842105
autoridad,1,0.013157894736842105
acto,1,0.013157894736842105
personal,1,0.013157894736842105
nacimiento,1,0.013157894736842105
civil,1,0.013157894736842105
discapacidad,1,0.013157894736842105
convivencia,1,0.013157894736842105
absolutamente,1,0.013157894736842105
etnia,1,0.013157894736842105
símbolo,1,0.013157894736842105
recluso,1,0.013157894736842105
cabello,1,0.013157894736842105
david,1,0.013157894736842105
genérico,1,0.013157894736842105
curar,1,0.013157894736842105
gay,1,0.013157894736842105
raro,1,0.013157894736842105
transgredir,1,0.013157894736842105
color,1,0.013157894736842105
denominación,1,0.013157894736842105
desenvolver,1,0.013157894736842105
latinar,1,0.013157894736842105
george,1,0.013157894736842105
contribución,1,0.013157894736842105
disfrazar,1,0.013157894736842105
vestimenta,1,0.013157894736842105
asiáticasos,1,0.013157894736842105
negraos,1,0.013157894736842105
rubiasos,1,0.013157894736842105
morochasos,1,0.013157894736842105
pelirrojasos,1,0.013157894736842105
gorditoas,1,0.013157894736842105
obesosas,1,0.013157894736842105
rock,1,0.013157894736842105
bowie,1,0.013157894736842105
boy,1,0.013157894736842105
cambio_de_sexo,1,0.013157894736842105
acta,1,0.013157894736842105
transgéneros,1,0.013157894736842105
discriminación_sexual,1,0.013157894736842105
concientización,1,0.013157894736842105
asesoría,1,0.013157894736842105
