Respuesta,Frecuencia,Asociación
voyeurismo,2,0.10526315789473684
general,1,0.05263157894736842
cuerpo,1,0.05263157894736842
persona,1,0.05263157894736842
considerar,1,0.05263157894736842
mujer,1,0.05263157894736842
violación,1,0.05263157894736842
detener,1,0.05263157894736842
cometer,1,0.05263157894736842
40,1,0.05263157894736842
trastorno,1,0.05263157894736842
excitar,1,0.05263157894736842
exhibir,1,0.05263157894736842
ano,1,0.05263157894736842
exhibicionismo,1,0.05263157894736842
exhibicionista,1,0.05263157894736842
raramente,1,0.05263157894736842
psicosexual,1,0.05263157894736842
