Respuesta,Frecuencia,Asociación
mujer,21,0.04708520179372197
pensar,4,0.008968609865470852
deber,3,0.006726457399103139
casa,3,0.006726457399103139
1,3,0.006726457399103139
hijo,3,0.006726457399103139
esposo,3,0.006726457399103139
terreno,2,0.004484304932735426
forma,2,0.004484304932735426
sexual,2,0.004484304932735426
buscar,2,0.004484304932735426
niño,2,0.004484304932735426
joven,2,0.004484304932735426
tomar,2,0.004484304932735426
trabajar,2,0.004484304932735426
relación_sexual,2,0.004484304932735426
pareja,2,0.004484304932735426
cultura,2,0.004484304932735426
tiempo,2,0.004484304932735426
controlar,2,0.004484304932735426
ejemplo,2,0.004484304932735426
dejar,2,0.004484304932735426
situación,2,0.004484304932735426
recibir,2,0.004484304932735426
salir,2,0.004484304932735426
15,2,0.004484304932735426
derecho,2,0.004484304932735426
padre,2,0.004484304932735426
matrimonio,2,0.004484304932735426
violación,2,0.004484304932735426
hombre,2,0.004484304932735426
pensamiento,2,0.004484304932735426
aceptar,2,0.004484304932735426
cambiar,2,0.004484304932735426
quedar,2,0.004484304932735426
acto,2,0.004484304932735426
amigo,2,0.004484304932735426
operar,2,0.004484304932735426
madre,2,0.004484304932735426
responsabilidad,2,0.004484304932735426
consentimiento,2,0.004484304932735426
regresar,2,0.004484304932735426
sacar,2,0.004484304932735426
doméstico,2,0.004484304932735426
investigador,2,0.004484304932735426
maría,2,0.004484304932735426
doble,2,0.004484304932735426
deliberadamente,2,0.004484304932735426
dormir,2,0.004484304932735426
esconder,2,0.004484304932735426
hogar,2,0.004484304932735426
divorcio,2,0.004484304932735426
adulterio,2,0.004484304932735426
cónyuge,2,0.004484304932735426
proponer,1,0.002242152466367713
trabajo,1,0.002242152466367713
méxico,1,0.002242152466367713
explicar,1,0.002242152466367713
seguir,1,0.002242152466367713
tratar,1,0.002242152466367713
problema,1,0.002242152466367713
social,1,0.002242152466367713
construcción,1,0.002242152466367713
conocimiento,1,0.002242152466367713
país,1,0.002242152466367713
contar,1,0.002242152466367713
recurso,1,0.002242152466367713
general,1,0.002242152466367713
existir,1,0.002242152466367713
mayoría,1,0.002242152466367713
propuesta,1,0.002242152466367713
necesidad,1,0.002242152466367713
particular,1,0.002242152466367713
mexicano,1,0.002242152466367713
atender,1,0.002242152466367713
educación,1,0.002242152466367713
constituir,1,0.002242152466367713
organización,1,0.002242152466367713
año,1,0.002242152466367713
tarea,1,0.002242152466367713
nacional,1,0.002242152466367713
necesitar,1,0.002242152466367713
cualquiera,1,0.002242152466367713
momento,1,0.002242152466367713
ayuda,1,0.002242152466367713
2,1,0.002242152466367713
cuyo,1,0.002242152466367713
principal,1,0.002242152466367713
contribuir,1,0.002242152466367713
público,1,0.002242152466367713
requerir,1,0.002242152466367713
depender,1,0.002242152466367713
acceso,1,0.002242152466367713
c,1,0.002242152466367713
finalmente,1,0.002242152466367713
obtener,1,0.002242152466367713
papel,1,0.002242152466367713
adecuar,1,0.002242152466367713
libre,1,0.002242152466367713
llegar,1,0.002242152466367713
español,1,0.002242152466367713
idea,1,0.002242152466367713
género,1,0.002242152466367713
asociación,1,0.002242152466367713
3,1,0.002242152466367713
hallar,1,0.002242152466367713
escapar,1,0.002242152466367713
decidir,1,0.002242152466367713
opinión,1,0.002242152466367713
pasar,1,0.002242152466367713
establecer,1,0.002242152466367713
caso,1,0.002242152466367713
querer,1,0.002242152466367713
estable,1,0.002242152466367713
otorgar,1,0.002242152466367713
dividir,1,0.002242152466367713
cincar,1,0.002242152466367713
representar,1,0.002242152466367713
control,1,0.002242152466367713
razón,1,0.002242152466367713
orgasmo,1,0.002242152466367713
actividad_sexual,1,0.002242152466367713
estimulación,1,0.002242152466367713
coito,1,0.002242152466367713
placer,1,0.002242152466367713
femenino,1,0.002242152466367713
vía,1,0.002242152466367713
bisexualidad,1,0.002242152466367713
relación,1,0.002242152466367713
fidelidad,1,0.002242152466367713
familia,1,0.002242152466367713
sociedad,1,0.002242152466367713
posibilidad,1,0.002242152466367713
referencia,1,0.002242152466367713
servicio,1,0.002242152466367713
cuidar,1,0.002242152466367713
importar,1,0.002242152466367713
persona,1,0.002242152466367713
pie,1,0.002242152466367713
haciéndola,1,0.002242152466367713
índice,1,0.002242152466367713
determinar,1,0.002242152466367713
condición,1,0.002242152466367713
cercano,1,0.002242152466367713
do,1,0.002242152466367713
sistema,1,0.002242152466367713
orden,1,0.002242152466367713
cambio,1,0.002242152466367713
actualizar,1,0.002242152466367713
vivir,1,0.002242152466367713
desear,1,0.002242152466367713
imagen,1,0.002242152466367713
creer,1,0.002242152466367713
asistir,1,0.002242152466367713
luz,1,0.002242152466367713
iniciar,1,0.002242152466367713
menor,1,0.002242152466367713
considerar,1,0.002242152466367713
psíquico,1,0.002242152466367713
comunidad,1,0.002242152466367713
inicio,1,0.002242152466367713
mental,1,0.002242152466367713
siglo,1,0.002242152466367713
xx,1,0.002242152466367713
instinto,1,0.002242152466367713
responsable,1,0.002242152466367713
practicar,1,0.002242152466367713
normal,1,0.002242152466367713
norma,1,0.002242152466367713
deseo,1,0.002242152466367713
sufrir,1,0.002242152466367713
nacer,1,0.002242152466367713
represión,1,0.002242152466367713
excepción,1,0.002242152466367713
estatal,1,0.002242152466367713
reproductivo,1,0.002242152466367713
ley,1,0.002242152466367713
aportar,1,0.002242152466367713
apropiar,1,0.002242152466367713
mitad,1,0.002242152466367713
generación,1,0.002242152466367713
exigir,1,0.002242152466367713
expectativa,1,0.002242152466367713
afectar,1,0.002242152466367713
parecer,1,0.002242152466367713
natural,1,0.002242152466367713
