Respuesta,Frecuencia,Asociación
principal,1,0.05
2006,1,0.05
incluir,1,0.05
do,1,0.05
gestación,1,0.05
madre,1,0.05
político,1,0.05
presidente,1,0.05
sacar,1,0.05
meter,1,0.05
basura,1,0.05
mes,1,0.05
cabeza,1,0.05
líder,1,0.05
uruguay,1,0.05
pedazo,1,0.05
carbajal,1,0.05
pinza,1,0.05
aplastar,1,0.05
tacho,1,0.05
